week_start,users,sessions,views,organic_clicks,impressions,ctr,avg_position,leads,form_start,cta_clicks,social_clicks,top_source,notes
2026-06-01,4,5,5,0,0,0,0,0,1,2,0,direct,Datos reales del panel GA4 y pruebas locales
